lemur toolkit,1,SIGIR 2012: Evaluating aggregated search pages,115,ORGANIZATION
metric agreement,1,SIGIR 2012: Evaluating aggregated search pages,115,ORGANIZATION,ORGANIZATION
metric previous,0,SIGIR 2012: Evaluating aggregated search pages,115,PERSON
millionquery track,1,SIGIR 2012: Evaluating aggregated search pages,115,ORGANIZATION
mounia lalmas yahoo,0,SIGIR 2012: Evaluating aggregated search pages,115,PERSON
parameter utility,0,SIGIR 2012: Evaluating aggregated search pages,115,PERSON
perfect is,0,SIGIR 2012: Evaluating aggregated search pages,115,PERSON
perfect rp,0,SIGIR 2012: Evaluating aggregated search pages,115,PERSON
perfect v,0,SIGIR 2012: Evaluating aggregated search pages,115,PERSON
retrieval general term measurement,0,SIGIR 2012: Evaluating aggregated search pages,115,PERSON
ronan cummins national university,0,SIGIR 2012: Evaluating aggregated search pages,115,PERSON
rq1 do,0,SIGIR 2012: Evaluating aggregated search pages,115,ORGANIZATION
selected topic assigned,0,SIGIR 2012: Evaluating aggregated search pages,115,ORGANIZATION
standard optimal,0,SIGIR 2012: Evaluating aggregated search pages,115,PERSON
standard parameter setting to,0,SIGIR 2012: Evaluating aggregated search pages,115,PERSON
subject descriptor,0,SIGIR 2012: Evaluating aggregated search pages,115,PERSON
united kingdom,0,SIGIR 2012: Evaluating aggregated search pages,115,GPE,GPE
user examination model,1,SIGIR 2012: Evaluating aggregated search pages,115,PERSON
user model for,0,SIGIR 2012: Evaluating aggregated search pages,115,PERSON
user preference assessment agreement,0,SIGIR 2012: Evaluating aggregated search pages,115,PERSON
utility metric,1,SIGIR 2012: Evaluating aggregated search pages,115,ORGANIZATION
various highly oriented vertical,0,SIGIR 2012: Evaluating aggregated search pages,115,PERSON
various parameter,0,SIGIR 2012: Evaluating aggregated search pages,115,PERSON
various quality bin,0,SIGIR 2012: Evaluating aggregated search pages,115,PERSON
various user,0,SIGIR 2012: Evaluating aggregated search pages,115,PERSON
vertical selection,1,SIGIR 2012: Evaluating aggregated search pages,115,PERSON
video recipe news book blog an shop disc schol wiki webonly total qrys topic,0,SIGIR 2012: Evaluating aggregated search pages,115,PERSON
work various,0,SIGIR 2012: Evaluating aggregated search pages,115,ORGANIZATION
abstract retrieving,0,SIGIR 2012: Combining inverted indices and structured search for ad-hoc object retrieval,125,ORGANIZATION
amazon mturk,1,SIGIR 2012: Combining inverted indices and structured search for ad-hoc object retrieval,125,PERSON
anja jentzsch,0,SIGIR 2012: Combining inverted indices and structured search for ad-hoc object retrieval,125,PERSON
barack obama,0,SIGIR 2012: Combining inverted indices and structured search for ad-hoc object retrieval,125,PERSON,PERSON
billion triple,0,SIGIR 2012: Combining inverted indices and structured search for ad-hoc object retrieval,125,ORGANIZATION
content negotiation,1,SIGIR 2012: Combining inverted indices and structured search for ad-hoc object retrieval,125,ORGANIZATION
entity list,0,SIGIR 2012: Combining inverted indices and structured search for ad-hoc object retrieval,125,PERSON,PERSON
entity search,1,SIGIR 2012: Combining inverted indices and structured search for ad-hoc object retrieval,125,PERSON,ORGANIZATION
entity search keyword query,0,SIGIR 2012: Combining inverted indices and structured search for ad-hoc object retrieval,125,PERSON
expansion inverted index,0,SIGIR 2012: Combining inverted indices and structured search for ad-hoc object retrieval,125,ORGANIZATION
experimental setting,1,SIGIR 2012: Combining inverted indices and structured search for ad-hoc object retrieval,125,ORGANIZATION
feedback finally,0,SIGIR 2012: Combining inverted indices and structured search for ad-hoc object retrieval,125,PERSON
gianluca demartini,0,SIGIR 2012: Combining inverted indices and structured search for ad-hoc object retrieval,125,PERSON
graph query technique parameter analysis,0,SIGIR 2012: Combining inverted indices and structured search for ad-hoc object retrieval,125,PERSON
graph traversal,1,SIGIR 2012: Combining inverted indices and structured search for ad-hoc object retrieval,125,PERSON
hybrid approach,1,SIGIR 2012: Combining inverted indices and structured search for ad-hoc object retrieval,125,PERSON
hybrid search,1,SIGIR 2012: Combining inverted indices and structured search for ad-hoc object retrieval,125,PERSON
inex entity,0,SIGIR 2012: Combining inverted indices and structured search for ad-hoc object retrieval,125,ORGANIZATION
jaguar car,0,SIGIR 2012: Combining inverted indices and structured search for ad-hoc object retrieval,125,PERSON
jimi hendrix,0,SIGIR 2012: Combining inverted indices and structured search for ad-hoc object retrieval,125,PERSON
linked open data,1,SIGIR 2012: Combining inverted indices and structured search for ad-hoc object retrieval,125,ORGANIZATION,ORGANIZATION
lod cloud,1,SIGIR 2012: Combining inverted indices and structured search for ad-hoc object retrieval,125,ORGANIZATION
mean average,0,SIGIR 2012: Combining inverted indices and structured search for ad-hoc object retrieval,125,ORGANIZATION
natural language,0,SIGIR 2012: Combining inverted indices and structured search for ad-hoc object retrieval,125,ORGANIZATION
new york,0,SIGIR 2012: Combining inverted indices and structured search for ad-hoc object retrieval,125,GPE,GPE
new york time,1,SIGIR 2012: Combining inverted indices and structured search for ad-hoc object retrieval,125,GPE
normalized discounted cumulative gain,1,SIGIR 2012: Combining inverted indices and structured search for ad-hoc object retrieval,125,ORGANIZATION
north yorkshire,0,SIGIR 2012: Combining inverted indices and structured search for ad-hoc object retrieval,125,PERSON
object property recall,0,SIGIR 2012: Combining inverted indices and structured search for ad-hoc object retrieval,125,PERSON
object retrieval,0,SIGIR 2012: Combining inverted indices and structured search for ad-hoc object retrieval,125,PERSON,PERSON,PERSON,PERSON,PERSON,PERSON
object retrieval alberto tonon,0,SIGIR 2012: Combining inverted indices and structured search for ad-hoc object retrieval,125,PERSON
performance keywords,0,SIGIR 2012: Combining inverted indices and structured search for ad-hoc object retrieval,125,PERSON
pseudo relevance feedback,1,SIGIR 2012: Combining inverted indices and structured search for ad-hoc object retrieval,125,PERSON
query autoc,0,SIGIR 2012: Combining inverted indices and structured search for ad-hoc object retrieval,125,PERSON
related entity,0,SIGIR 2012: Combining inverted indices and structured search for ad-hoc object retrieval,125,ORGANIZATION
richard cyganiak,0,SIGIR 2012: Combining inverted indices and structured search for ad-hoc object retrieval,125,PERSON
scope one,0,SIGIR 2012: Combining inverted indices and structured search for ad-hoc object retrieval,125,ORGANIZATION
scope two,0,SIGIR 2012: Combining inverted indices and structured search for ad-hoc object retrieval,125,ORGANIZATION
scoring once,0,SIGIR 2012: Combining inverted indices and structured search for ad-hoc object retrieval,125,PERSON
standard er,0,SIGIR 2012: Combining inverted indices and structured search for ad-hoc object retrieval,125,PERSON
stevie wonder,0,SIGIR 2012: Combining inverted indices and structured search for ad-hoc object retrieval,125,PERSON
structured inverted index,1,SIGIR 2012: Combining inverted indices and structured search for ad-hoc object retrieval,125,PERSON
subject descriptor,0,SIGIR 2012: Combining inverted indices and structured search for ad-hoc object retrieval,125,PERSON
term algorithm,0,SIGIR 2012: Combining inverted indices and structured search for ad-hoc object retrieval,125,PERSON
trec enterprise,0,SIGIR 2012: Combining inverted indices and structured search for ad-hoc object retrieval,125,ORGANIZATION
trec entity,0,SIGIR 2012: Combining inverted indices and structured search for ad-hoc object retrieval,125,ORGANIZATION
uniform resource identifiers2,0,SIGIR 2012: Combining inverted indices and structured search for ad-hoc object retrieval,125,PERSON
user query annotation,0,SIGIR 2012: Combining inverted indices and structured search for ad-hoc object retrieval,125,PERSON
abstract online,0,SIGIR 2012: Retrieving similar discussion forum threads: a structure based approach,135,ORGANIZATION
amit singh deepak,0,SIGIR 2012: Retrieving similar discussion forum threads: a structure based approach,135,PERSON
apple discussion forum,1,SIGIR 2012: Retrieving similar discussion forum threads: a structure based approach,135,PERSON
bag of post,0,SIGIR 2012: Retrieving similar discussion forum threads: a structure based approach,135,ORGANIZATION
central post similarity,0,SIGIR 2012: Retrieving similar discussion forum threads: a structure based approach,135,ORGANIZATION
chinese restaurant,0,SIGIR 2012: Retrieving similar discussion forum threads: a structure based approach,135,ORGANIZATION
cosine similarity,1,SIGIR 2012: Retrieving similar discussion forum threads: a structure based approach,135,ORGANIZATION,PERSON
cosine similarity measure,1,SIGIR 2012: Retrieving similar discussion forum threads: a structure based approach,135,PERSON
discus143 method,0,SIGIR 2012: Retrieving similar discussion forum threads: a structure based approach,135,ORGANIZATION
example thread pattern,0,SIGIR 2012: Retrieving similar discussion forum threads: a structure based approach,135,PERSON
experiment result,0,SIGIR 2012: Retrieving similar discussion forum threads: a structure based approach,135,ORGANIZATION
first post,0,SIGIR 2012: Retrieving similar discussion forum threads: a structure based approach,135,ORGANIZATION
google news5,0,SIGIR 2012: Retrieving similar discussion forum threads: a structure based approach,135,PERSON
hierarchical agglomerative clustering,1,SIGIR 2012: Retrieving similar discussion forum threads: a structure based approach,135,PERSON
jaccard similarity,1,SIGIR 2012: Retrieving similar discussion forum threads: a structure based approach,135,PERSON
maximum weighted,0,SIGIR 2012: Retrieving similar discussion forum threads: a structure based approach,135,ORGANIZATION,ORGANIZATION
method since,0,SIGIR 2012: Retrieving similar discussion forum threads: a structure based approach,135,ORGANIZATION
post since,0,SIGIR 2012: Retrieving similar discussion forum threads: a structure based approach,135,PERSON
pseudo cluster selection,0,SIGIR 2012: Retrieving similar discussion forum threads: a structure based approach,135,PERSON,ORGANIZATION
query annotated total,0,SIGIR 2012: Retrieving similar discussion forum threads: a structure based approach,135,PERSON
similarity measure,1,SIGIR 2012: Retrieving similar discussion forum threads: a structure based approach,135,ORGANIZATION
srujana merugu,0,SIGIR 2012: Retrieving similar discussion forum threads: a structure based approach,135,PERSON
subject descriptor,0,SIGIR 2012: Retrieving similar discussion forum threads: a structure based approach,135,PERSON
system parameter our,0,SIGIR 2012: Retrieving similar discussion forum threads: a structure based approach,135,PERSON
threadid safari,0,SIGIR 2012: Retrieving similar discussion forum threads: a structure based approach,135,ORGANIZATION
abstract a,0,SIGIR 2012: Summarizing highly structured documents for effective search interaction,145,ORGANIZATION
amazon mechanical turk,1,SIGIR 2012: Summarizing highly structured documents for effective search interaction,145,PERSON
amazon search,0,SIGIR 2012: Summarizing highly structured documents for effective search interaction,145,PERSON,PERSON
approach in,0,SIGIR 2012: Summarizing highly structured documents for effective search interaction,145,ORGANIZATION
avgidf average,0,SIGIR 2012: Summarizing highly structured documents for effective search interaction,145,ORGANIZATION,ORGANIZATION
cossim cosine,0,SIGIR 2012: Summarizing highly structured documents for effective search interaction,145,ORGANIZATION
data set,1,SIGIR 2012: Summarizing highly structured documents for effective search interaction,145,ORGANIZATION
different summarization approach,0,SIGIR 2012: Summarizing highly structured documents for effective search interaction,145,ORGANIZATION
engineering university,0,SIGIR 2012: Summarizing highly structured documents for effective search interaction,145,ORGANIZATION
experimental economics,1,SIGIR 2012: Summarizing highly structured documents for effective search interaction,145,ORGANIZATION
experimental goal,0,SIGIR 2012: Summarizing highly structured documents for effective search interaction,145,ORGANIZATION
facet feature,0,SIGIR 2012: Summarizing highly structured documents for effective search interaction,145,PERSON
facet selection,0,SIGIR 2012: Summarizing highly structured documents for effective search interaction,145,PERSON
framework evaluation,0,SIGIR 2012: Summarizing highly structured documents for effective search interaction,145,ORGANIZATION
fvp feature,0,SIGIR 2012: Summarizing highly structured documents for effective search interaction,145,ORGANIZATION
imdb search,0,SIGIR 2012: Summarizing highly structured documents for effective search interaction,145,ORGANIZATION
interaction lanbo zhang,0,SIGIR 2012: Summarizing highly structured documents for effective search interaction,145,ORGANIZATION
inverse document frequency,1,SIGIR 2012: Summarizing highly structured documents for effective search interaction,145,ORGANIZATION
james cameron,0,SIGIR 2012: Summarizing highly structured documents for effective search interaction,145,PERSON
length number,0,SIGIR 2012: Summarizing highly structured documents for effective search interaction,145,PERSON,PERSON
manual facet selection,1,SIGIR 2012: Summarizing highly structured documents for effective search interaction,145,PERSON,PERSON
marginal relevance,0,SIGIR 2012: Summarizing highly structured documents for effective search interaction,145,ORGANIZATION
maximum marginal relevance,1,SIGIR 2012: Summarizing highly structured documents for effective search interaction,145,PERSON
mean average,0,SIGIR 2012: Summarizing highly structured documents for effective search interaction,145,ORGANIZATION
mechanical turk,1,SIGIR 2012: Summarizing highly structured documents for effective search interaction,145,ORGANIZATION
metric for,0,SIGIR 2012: Summarizing highly structured documents for effective search interaction,145,ORGANIZATION
national science foundation,0,SIGIR 2012: Summarizing highly structured documents for effective search interaction,145,ORGANIZATION
normalized utility,0,SIGIR 2012: Summarizing highly structured documents for effective search interaction,145,ORGANIZATION
numoccrs number,0,SIGIR 2012: Summarizing highly structured documents for effective search interaction,145,ORGANIZATION
numvalues number,0,SIGIR 2012: Summarizing highly structured documents for effective search interaction,145,ORGANIZATION
pair given,0,SIGIR 2012: Summarizing highly structured documents for effective search interaction,145,PERSON
query feature,1,SIGIR 2012: Summarizing highly structured documents for effective search interaction,145,PERSON
queryspecific facet selection,0,SIGIR 2012: Summarizing highly structured documents for effective search interaction,145,ORGANIZATION
retrieval keywords summarization,0,SIGIR 2012: Summarizing highly structured documents for effective search interaction,145,PERSON
santa cruz santa cruz,0,SIGIR 2012: Summarizing highly structured documents for effective search interaction,145,PERSON
sidf sum,0,SIGIR 2012: Summarizing highly structured documents for effective search interaction,145,ORGANIZATION
structured document,1,SIGIR 2012: Summarizing highly structured documents for effective search interaction,145,PERSON
subject descriptor,0,SIGIR 2012: Summarizing highly structured documents for effective search interaction,145,PERSON
summarization approach four,0,SIGIR 2012: Summarizing highly structured documents for effective search interaction,145,ORGANIZATION
tom cruise,0,SIGIR 2012: Summarizing highly structured documents for effective search interaction,145,PERSON,PERSON,PERSON,PERSON,PERSON,PERSON,PERSON,PERSON,PERSON,PERSON
type id detail query,0,SIGIR 2012: Summarizing highly structured documents for effective search interaction,145,PERSON
value feature,0,SIGIR 2012: Summarizing highly structured documents for effective search interaction,145,PERSON
value v,0,SIGIR 2012: Summarizing highly structured documents for effective search interaction,145,PERSON
yi zhang,0,SIGIR 2012: Summarizing highly structured documents for effective search interaction,145,PERSON
yunfei chen school,0,SIGIR 2012: Summarizing highly structured documents for effective search interaction,145,PERSON
adaptive query,0,SIGIR 2012: Adaptive query suggestion for difficult queries,15,PERSON
baseline we,0,SIGIR 2012: Adaptive query suggestion for difficult queries,15,PERSON
candidate improved,0,SIGIR 2012: Adaptive query suggestion for difficult queries,15,ORGANIZATION
conclusion query,0,SIGIR 2012: Adaptive query suggestion for difficult queries,15,ORGANIZATION
cross match feature,1,SIGIR 2012: Adaptive query suggestion for difficult queries,15,PERSON
fashion quiz,0,SIGIR 2012: Adaptive query suggestion for difficult queries,15,PERSON
fashion trend,0,SIGIR 2012: Adaptive query suggestion for difficult queries,15,ORGANIZATION
fashion website fashion,0,SIGIR 2012: Adaptive query suggestion for difficult queries,15,PERSON
fashion website get,0,SIGIR 2012: Adaptive query suggestion for difficult queries,15,PERSON
fusion adaptive original query,0,SIGIR 2012: Adaptive query suggestion for difficult queries,15,PERSON
general term algorithm,0,SIGIR 2012: Adaptive query suggestion for difficult queries,15,ORGANIZATION
high street style tip,0,SIGIR 2012: Adaptive query suggestion for difficult queries,15,FACILITY
match cross match similarity estimated,0,SIGIR 2012: Adaptive query suggestion for difficult queries,15,PERSON
match feature,1,SIGIR 2012: Adaptive query suggestion for difficult queries,15,PERSON
measurement keywords difficult,0,SIGIR 2012: Adaptive query suggestion for difficult queries,15,ORGANIZATION
microsoft research asia,0,SIGIR 2012: Adaptive query suggestion for difficult queries,15,PERSON,PERSON
open directory project,1,SIGIR 2012: Adaptive query suggestion for difficult queries,15,PERSON
original query,1,SIGIR 2012: Adaptive query suggestion for difficult queries,15,ORGANIZATION
porter stemmer,1,SIGIR 2012: Adaptive query suggestion for difficult queries,15,PERSON
predict difficult,0,SIGIR 2012: Adaptive query suggestion for difficult queries,15,PERSON
rank fusion random,0,SIGIR 2012: Adaptive query suggestion for difficult queries,15,PERSON,PERSON,PERSON,PERSON,PERSON,PERSON
rank suggestion,0,SIGIR 2012: Adaptive query suggestion for difficult queries,15,ORGANIZATION
ruihua song,0,SIGIR 2012: Adaptive query suggestion for difficult queries,15,PERSON
search figure,0,SIGIR 2012: Adaptive query suggestion for difficult queries,15,PERSON
subject descriptor,0,SIGIR 2012: Adaptive query suggestion for difficult queries,15,PERSON
yu chen,0,SIGIR 2012: Adaptive query suggestion for difficult queries,15,PERSON
adelft university,0,SIGIR 2012: TFMAP: optimizing MAP for top-n context-aware recommendation,155,ORGANIZATION
alan hanjalica,0,SIGIR 2012: TFMAP: optimizing MAP for top-n context-aware recommendation,155,PERSON
alexandros karatzoglou,0,SIGIR 2012: TFMAP: optimizing MAP for top-n context-aware recommendation,155,PERSON
alexandros karatzogloub,0,SIGIR 2012: TFMAP: optimizing MAP for top-n context-aware recommendation,155,PERSON
android market,1,SIGIR 2012: TFMAP: optimizing MAP for top-n context-aware recommendation,155,ORGANIZATION
bayesian personalized ranking,1,SIGIR 2012: TFMAP: optimizing MAP for top-n context-aware recommendation,155,PERSON
btelefonica research,0,SIGIR 2012: TFMAP: optimizing MAP for top-n context-aware recommendation,155,ORGANIZATION
buffer bmk,0,SIGIR 2012: TFMAP: optimizing MAP for top-n context-aware recommendation,155,PERSON
buffer construction,1,SIGIR 2012: TFMAP: optimizing MAP for top-n context-aware recommendation,155,PERSON
career development,0,SIGIR 2012: TFMAP: optimizing MAP for top-n context-aware recommendation,155,PERSON
collaborative filtering,1,SIGIR 2012: TFMAP: optimizing MAP for top-n context-aware recommendation,155,PERSON
fast learning we,0,SIGIR 2012: TFMAP: optimizing MAP for top-n context-aware recommendation,155,PERSON
implicit feedback,1,SIGIR 2012: TFMAP: optimizing MAP for top-n context-aware recommendation,155,PERSON
irrelevant item,0,SIGIR 2012: TFMAP: optimizing MAP for top-n context-aware recommendation,155,ORGANIZATION
item selection relevant item,0,SIGIR 2012: TFMAP: optimizing MAP for top-n context-aware recommendation,155,PERSON
linas baltrunasb,0,SIGIR 2012: TFMAP: optimizing MAP for top-n context-aware recommendation,155,PERSON
marie curie intra european fellowship,0,SIGIR 2012: TFMAP: optimizing MAP for top-n context-aware recommendation,155,PERSON
martha larsona,0,SIGIR 2012: TFMAP: optimizing MAP for top-n context-aware recommendation,155,PERSON
matthias bo,0,SIGIR 2012: TFMAP: optimizing MAP for top-n context-aware recommendation,155,PERSON
mean average,0,SIGIR 2012: TFMAP: optimizing MAP for top-n context-aware recommendation,155,PERSON,PERSON
nuria oliverb,0,SIGIR 2012: TFMAP: optimizing MAP for top-n context-aware recommendation,155,PERSON
relevant item,0,SIGIR 2012: TFMAP: optimizing MAP for top-n context-aware recommendation,155,ORGANIZATION
roc curve,0,SIGIR 2012: TFMAP: optimizing MAP for top-n context-aware recommendation,155,ORGANIZATION
sampling size,1,SIGIR 2012: TFMAP: optimizing MAP for top-n context-aware recommendation,155,ORGANIZATION
subject descriptor,0,SIGIR 2012: TFMAP: optimizing MAP for top-n context-aware recommendation,155,PERSON
telefonica research,0,SIGIR 2012: TFMAP: optimizing MAP for top-n context-aware recommendation,155,ORGANIZATION
yue shia,0,SIGIR 2012: TFMAP: optimizing MAP for top-n context-aware recommendation,155,PERSON
analysis we,0,SIGIR 2012: Increasing temporal diversity with purchase intervals,165,PERSON
build model,0,SIGIR 2012: Increasing temporal diversity with purchase intervals,165,PERSON
conversion rate,1,SIGIR 2012: Increasing temporal diversity with purchase intervals,165,ORGANIZATION,ORGANIZATION,ORGANIZATION
ddr5 graphic,0,SIGIR 2012: Increasing temporal diversity with purchase intervals,165,ORGANIZATION
dell laptop,0,SIGIR 2012: Increasing temporal diversity with purchase intervals,165,ORGANIZATION
distinct product,0,SIGIR 2012: Increasing temporal diversity with purchase intervals,165,PERSON
in20 rw,0,SIGIR 2012: Increasing temporal diversity with purchase intervals,165,ORGANIZATION
introduction advance,0,SIGIR 2012: Increasing temporal diversity with purchase intervals,165,ORGANIZATION
markov chain,1,SIGIR 2012: Increasing temporal diversity with purchase intervals,165,PERSON
metric our,0,SIGIR 2012: Increasing temporal diversity with purchase intervals,165,PERSON
mong li lee,0,SIGIR 2012: Increasing temporal diversity with purchase intervals,165,PERSON
national university,0,SIGIR 2012: Increasing temporal diversity with purchase intervals,165,ORGANIZATION
parameter estimation,0,SIGIR 2012: Increasing temporal diversity with purchase intervals,165,ORGANIZATION
performance keywords recommender system,0,SIGIR 2012: Increasing temporal diversity with purchase intervals,165,PERSON
phase ii,0,SIGIR 2012: Increasing temporal diversity with purchase intervals,165,PERSON
purchase history,1,SIGIR 2012: Increasing temporal diversity with purchase intervals,165,PERSON,PERSON
purchase interval cube,1,SIGIR 2012: Increasing temporal diversity with purchase intervals,165,PERSON
purchase interval due,0,SIGIR 2012: Increasing temporal diversity with purchase intervals,165,ORGANIZATION
purchase interval matrix,1,SIGIR 2012: Increasing temporal diversity with purchase intervals,165,ORGANIZATION
purchase interval permission,0,SIGIR 2012: Increasing temporal diversity with purchase intervals,165,ORGANIZATION
qq rw,0,SIGIR 2012: Increasing temporal diversity with purchase intervals,165,ORGANIZATION,ORGANIZATION,ORGANIZATION
sample product product,0,SIGIR 2012: Increasing temporal diversity with purchase intervals,165,ORGANIZATION
sample purchase interval,0,SIGIR 2012: Increasing temporal diversity with purchase intervals,165,PERSON
subject descriptor,0,SIGIR 2012: Increasing temporal diversity with purchase intervals,165,PERSON
sv dpi,0,SIGIR 2012: Increasing temporal diversity with purchase intervals,165,ORGANIZATION,ORGANIZATION,ORGANIZATION,ORGANIZATION
sv dutil,0,SIGIR 2012: Increasing temporal diversity with purchase intervals,165,ORGANIZATION,ORGANIZATION,ORGANIZATION,ORGANIZATION,ORGANIZATION,ORGANIZATION,ORGANIZATION,ORGANIZATION
taxonomy finally,0,SIGIR 2012: Increasing temporal diversity with purchase intervals,165,ORGANIZATION
temporal diversity,1,SIGIR 2012: Increasing temporal diversity with purchase intervals,165,ORGANIZATION
term algorithm,0,SIGIR 2012: Increasing temporal diversity with purchase intervals,165,PERSON
user u10370829,0,SIGIR 2012: Increasing temporal diversity with purchase intervals,165,PERSON
utility surplus utility,0,SIGIR 2012: Increasing temporal diversity with purchase intervals,165,ORGANIZATION
utility theory,1,SIGIR 2012: Increasing temporal diversity with purchase intervals,165,PERSON
wei chen school,0,SIGIR 2012: Increasing temporal diversity with purchase intervals,165,PERSON
window size,1,SIGIR 2012: Increasing temporal diversity with purchase intervals,165,PERSON
wireless router,0,SIGIR 2012: Increasing temporal diversity with purchase intervals,165,ORGANIZATION,ORGANIZATION
wynne hsu,0,SIGIR 2012: Increasing temporal diversity with purchase intervals,165,PERSON
adelft university,0,SIGIR 2012: Adaptive diversification of recommendation results via latent factor portfolio,175,ORGANIZATION
alan hanjalica,0,SIGIR 2012: Adaptive diversification of recommendation results via latent factor portfolio,175,PERSON
american pie,0,SIGIR 2012: Adaptive diversification of recommendation results via latent factor portfolio,175,ORGANIZATION
baby genius,0,SIGIR 2012: Adaptive diversification of recommendation results via latent factor portfolio,175,PERSON,PERSON
blair witch project,0,SIGIR 2012: Adaptive diversification of recommendation results via latent factor portfolio,175,PERSON
broad focused broad,0,SIGIR 2012: Adaptive diversification of recommendation results via latent factor portfolio,175,PERSON
buniversity college london,0,SIGIR 2012: Adaptive diversification of recommendation results via latent factor portfolio,175,ORGANIZATION
collaborative filtering,1,SIGIR 2012: Adaptive diversification of recommendation results via latent factor portfolio,175,PERSON
erin brockovich,0,SIGIR 2012: Adaptive diversification of recommendation results via latent factor portfolio,175,PERSON
jun wangb,0,SIGIR 2012: Adaptive diversification of recommendation results via latent factor portfolio,175,PERSON
latent factor portfolio,1,SIGIR 2012: Adaptive diversification of recommendation results via latent factor portfolio,175,PERSON
martha larsona,0,SIGIR 2012: Adaptive diversification of recommendation results via latent factor portfolio,175,PERSON
matrix factorization,1,SIGIR 2012: Adaptive diversification of recommendation results via latent factor portfolio,175,PERSON
mean average,0,SIGIR 2012: Adaptive diversification of recommendation results via latent factor portfolio,175,PERSON
portfolio input,0,SIGIR 2012: Adaptive diversification of recommendation results via latent factor portfolio,175,PERSON
portfolio ranking taking,0,SIGIR 2012: Adaptive diversification of recommendation results via latent factor portfolio,175,PERSON
portfolio yue shia,0,SIGIR 2012: Adaptive diversification of recommendation results via latent factor portfolio,175,PERSON
rank level taking,0,SIGIR 2012: Adaptive diversification of recommendation results via latent factor portfolio,175,PERSON
rank puresvd,0,SIGIR 2012: Adaptive diversification of recommendation results via latent factor portfolio,175,PERSON
social network,1,SIGIR 2012: Adaptive diversification of recommendation results via latent factor portfolio,175,ORGANIZATION
subject descriptor,0,SIGIR 2012: Adaptive diversification of recommendation results via latent factor portfolio,175,PERSON
truman show,0,SIGIR 2012: Adaptive diversification of recommendation results via latent factor portfolio,175,PERSON,PERSON
user profile length,0,SIGIR 2012: Adaptive diversification of recommendation results via latent factor portfolio,175,PERSON
utu vj,0,SIGIR 2012: Adaptive diversification of recommendation results via latent factor portfolio,175,ORGANIZATION
